Entity,Code,Year,san_sm_number_without
Albania,ALB,2000,1870118
Albania,ALB,2001,1861518
Albania,ALB,2002,1850444
Albania,ALB,2003,1836933
Albania,ALB,2004,1820842
Albania,ALB,2005,1794188
Albania,ALB,2006,1764569
Albania,ALB,2007,1732679
Albania,ALB,2008,1700259
Albania,ALB,2009,1669547
Albania,ALB,2010,1642153
Albania,ALB,2011,1618533
Albania,ALB,2012,1598238
Albania,ALB,2013,1580777
Albania,ALB,2014,1565336
Albania,ALB,2015,1551257
Albania,ALB,2016,1538498
Albania,ALB,2017,1527101
Albania,ALB,2018,1516496
Albania,ALB,2019,1510257
Albania,ALB,2020,1505346
Algeria,DZA,2000,24363588
Algeria,DZA,2001,24736028
Algeria,DZA,2002,25105663
Algeria,DZA,2003,25481235
Algeria,DZA,2004,25873456
Algeria,DZA,2005,26290821
Algeria,DZA,2006,26736817
Algeria,DZA,2007,27212347
Algeria,DZA,2008,27720009
Algeria,DZA,2009,28261320
Algeria,DZA,2010,28837081
Algeria,DZA,2011,29447533
Algeria,DZA,2012,30114445
Algeria,DZA,2013,30811822
Algeria,DZA,2014,31534666
Algeria,DZA,2015,32277772
Algeria,DZA,2016,33039871
Algeria,DZA,2017,33817201
Algeria,DZA,2018,34599262
Algeria,DZA,2019,35372793
Algeria,DZA,2020,36127739
Andorra,AND,2000,55840
Andorra,AND,2001,52671
Andorra,AND,2002,49753
Andorra,AND,2003,46720
Andorra,AND,2004,43201
Andorra,AND,2005,39020
Andorra,AND,2006,34251
Andorra,AND,2007,29024
Andorra,AND,2008,23413
Andorra,AND,2009,17512
Andorra,AND,2010,11443
Andorra,AND,2011,5331
Andorra,AND,2012,0
Andorra,AND,2013,0
Andorra,AND,2014,0
Andorra,AND,2015,0
Andorra,AND,2016,0
Andorra,AND,2017,0
Andorra,AND,2018,0
Andorra,AND,2019,0
Andorra,AND,2020,0
Argentina,ARG,2000,19230104
Argentina,ARG,2001,19363208
Argentina,ARG,2002,19495008
Argentina,ARG,2003,19624845
Argentina,ARG,2004,19751609
Argentina,ARG,2005,19874753
Argentina,ARG,2006,19993827
Argentina,ARG,2007,20109632
Argentina,ARG,2008,20224141
Argentina,ARG,2009,20340050
Argentina,ARG,2010,20459096
Argentina,ARG,2011,20582292
Argentina,ARG,2012,20708499
Argentina,ARG,2013,20837139
Argentina,ARG,2014,20963790
Argentina,ARG,2015,21086441
Argentina,ARG,2016,21204483
Armenia,ARM,2000,1649480
Armenia,ARM,2001,1636635
Armenia,ARM,2002,1625264
Armenia,ARM,2003,1614384
Armenia,ARM,2004,1602919
Armenia,ARM,2005,1590291
Armenia,ARM,2006,1535439
Armenia,ARM,2007,1480323
Armenia,ARM,2008,1425734
Armenia,ARM,2009,1373932
Armenia,ARM,2010,1326191
Armenia,ARM,2011,1282691
Armenia,ARM,2012,1242326
Armenia,ARM,2013,1203535
Armenia,ARM,2014,1164350
Armenia,ARM,2015,1123477
Armenia,ARM,2016,1082360
Armenia,ARM,2017,1042020
Armenia,ARM,2018,1000371
Armenia,ARM,2019,953489
Armenia,ARM,2020,908851
Australia,AUS,2000,7826580
Australia,AUS,2001,7910338
Australia,AUS,2002,7995517
Australia,AUS,2003,8087334
Australia,AUS,2004,8192625
Australia,AUS,2005,8120692
Australia,AUS,2006,8062173
Australia,AUS,2007,8013127
Australia,AUS,2008,7966215
Australia,AUS,2009,7912208
Australia,AUS,2010,7844893
Australia,AUS,2011,7762701
Australia,AUS,2012,7667282
Australia,AUS,2013,7559915
Australia,AUS,2014,7442780
Australia,AUS,2015,7317378
Australia,AUS,2016,7183741
Australia,AUS,2017,7041341
Australia,AUS,2018,6890397
Australia,AUS,2019,6731124
Australia,AUS,2020,6563798
Australia and New Zealand,,2000,9122049
Australia and New Zealand,,2001,9192726
Australia and New Zealand,,2002,9265971
Australia and New Zealand,,2003,9346006
Australia and New Zealand,,2004,9438316
Australia and New Zealand,,2005,9351350
Australia and New Zealand,,2006,9275532
Australia and New Zealand,,2007,9207311
Australia and New Zealand,,2008,9139780
Australia and New Zealand,,2009,9064322
Australia and New Zealand,,2010,8975094
Australia and New Zealand,,2011,8870577
Australia and New Zealand,,2012,8752197
Australia and New Zealand,,2013,8620984
Australia and New Zealand,,2014,8478810
Australia and New Zealand,,2015,8326986
Australia and New Zealand,,2016,8165535
Australia and New Zealand,,2017,7994035
Australia and New Zealand,,2018,7812812
Australia and New Zealand,,2019,7622207
Australia and New Zealand,,2020,7422595
Austria,AUT,2000,25691
Austria,AUT,2001,25961
Austria,AUT,2002,26260
Austria,AUT,2003,26709
Austria,AUT,2004,27179
Austria,AUT,2005,27638
Austria,AUT,2006,28080
Austria,AUT,2007,28514
Austria,AUT,2008,28946
Austria,AUT,2009,29391
Austria,AUT,2010,29858
Austria,AUT,2011,30351
Austria,AUT,2012,30657
Austria,AUT,2013,30881
Austria,AUT,2014,31124
Austria,AUT,2015,31385
Austria,AUT,2016,31666
Austria,AUT,2017,31964
Austria,AUT,2018,32087
Austria,AUT,2019,32170
Austria,AUT,2020,32196
Azerbaijan,AZE,2000,6606489
Azerbaijan,AZE,2001,6590896
Azerbaijan,AZE,2002,6578321
Azerbaijan,AZE,2003,6568170
Azerbaijan,AZE,2004,6559185
Azerbaijan,AZE,2005,6564398
Azerbaijan,AZE,2006,6586278
Azerbaijan,AZE,2007,6614129
Azerbaijan,AZE,2008,6669560
Azerbaijan,AZE,2009,6737180
Azerbaijan,AZE,2010,6809751
Azerbaijan,AZE,2011,6887405
Azerbaijan,AZE,2012,6969332
Azerbaijan,AZE,2013,7053941
Azerbaijan,AZE,2014,7156139
Azerbaijan,AZE,2015,7262931
Azerbaijan,AZE,2016,7432750
Azerbaijan,AZE,2017,7601769
Azerbaijan,AZE,2018,7769084
Azerbaijan,AZE,2019,7933760
Bahrain,BHR,2000,211523
Bahrain,BHR,2001,213560
Bahrain,BHR,2002,216135
Bahrain,BHR,2003,219488
Bahrain,BHR,2004,223827
Bahrain,BHR,2005,229031
Bahrain,BHR,2006,235237
Bahrain,BHR,2007,241684
Bahrain,BHR,2008,246519
Bahrain,BHR,2009,247711
Bahrain,BHR,2010,244310
Bahrain,BHR,2011,236138
Bahrain,BHR,2012,224386
Bahrain,BHR,2013,211030
Bahrain,BHR,2014,198191
Bahrain,BHR,2015,186850
Bahrain,BHR,2016,176894
Bahrain,BHR,2017,167234
Bahrain,BHR,2018,156625
Bahrain,BHR,2019,143867
Bahrain,BHR,2020,149164
Bangladesh,BGD,2000,105112175
Bangladesh,BGD,2001,105713980
Bangladesh,BGD,2002,106215151
Bangladesh,BGD,2003,106608719
Bangladesh,BGD,2004,106864259
Bangladesh,BGD,2005,106957034
Bangladesh,BGD,2006,106891690
Bangladesh,BGD,2007,106679649
Bangladesh,BGD,2008,106363572
Bangladesh,BGD,2009,106000408
Bangladesh,BGD,2010,105630189
Bangladesh,BGD,2011,105265561
Bangladesh,BGD,2012,104898152
Bangladesh,BGD,2013,104520116
Bangladesh,BGD,2014,104116638
Bangladesh,BGD,2015,103677416
Bangladesh,BGD,2016,103203711
Bangladesh,BGD,2017,102700776
Bangladesh,BGD,2018,102167430
Bangladesh,BGD,2019,101602412
Bangladesh,BGD,2020,101004961
Belarus,BLR,2000,1564894
Belarus,BLR,2001,1548180
Belarus,BLR,2002,1530791
Belarus,BLR,2003,1513378
Belarus,BLR,2004,1563988
Belarus,BLR,2005,1619405
Belarus,BLR,2006,1675566
Belarus,BLR,2007,1732624
Belarus,BLR,2008,1790770
Belarus,BLR,2009,1850146
Belarus,BLR,2010,1909484
Belarus,BLR,2011,1969711
Belarus,BLR,2012,2031437
Belarus,BLR,2013,2094359
Belarus,BLR,2014,2157985
Belarus,BLR,2015,2268081
Belarus,BLR,2016,2377450
Belarus,BLR,2017,2401518
Belarus,BLR,2018,2424482
Belarus,BLR,2019,2446263
Belarus,BLR,2020,2466741
Belgium,BEL,2000,2689339
Belgium,BEL,2001,2698988
Belgium,BEL,2002,2710956
Belgium,BEL,2003,2725095
Belgium,BEL,2004,2648734
Belgium,BEL,2005,2572682
Belgium,BEL,2006,2496825
Belgium,BEL,2007,2420932
Belgium,BEL,2008,2344335
Belgium,BEL,2009,2266319
Belgium,BEL,2010,2186411
Belgium,BEL,2011,2104410
Belgium,BEL,2012,2020426
Belgium,BEL,2013,1934689
Belgium,BEL,2014,1847505
Belgium,BEL,2015,1759058
Belgium,BEL,2016,1669402
Belgium,BEL,2017,1578419
Belgium,BEL,2018,1485907
Belgium,BEL,2019,1391658
Belgium,BEL,2020,1295637
Bhutan,BTN,2000,223838
Bhutan,BTN,2001,227127
Bhutan,BTN,2002,228743
Bhutan,BTN,2003,230227
Bhutan,BTN,2004,231502
Bhutan,BTN,2005,232584
Bhutan,BTN,2006,233762
Bhutan,BTN,2007,234628
Bhutan,BTN,2008,235364
Bhutan,BTN,2009,238889
Bhutan,BTN,2010,242951
Bhutan,BTN,2011,247524
Bhutan,BTN,2012,252582
Bhutan,BTN,2013,258093
Bhutan,BTN,2014,263993
Bhutan,BTN,2015,270235
Bhutan,BTN,2016,273262
Bhutan,BTN,2017,272313
Bhutan,BTN,2018,271208
Bhutan,BTN,2019,269906
Bhutan,BTN,2020,268392
Bolivia,BOL,2000,6062208
Bolivia,BOL,2001,6099437
Bolivia,BOL,2002,6135284
Bolivia,BOL,2003,6168955
Bolivia,BOL,2004,6200094
Bolivia,BOL,2005,6228624
Bolivia,BOL,2006,6254395
Bolivia,BOL,2007,6239628
Bolivia,BOL,2008,6218893
Bolivia,BOL,2009,6192366
Bolivia,BOL,2010,6160036
Bolivia,BOL,2011,6121831
Bolivia,BOL,2012,6077578
Bolivia,BOL,2013,6028352
Bolivia,BOL,2014,5973287
Bolivia,BOL,2015,5911267
Bolivia,BOL,2016,5842125
Bolivia,BOL,2017,5765925
Bolivia,BOL,2018,5682639
Bolivia,BOL,2019,5592429
Bolivia,BOL,2020,5495404
Bosnia and Herzegovina,BIH,2000,3115520
Bosnia and Herzegovina,BIH,2001,3094435
Bosnia and Herzegovina,BIH,2002,3073202
Bosnia and Herzegovina,BIH,2003,3051318
Bosnia and Herzegovina,BIH,2004,3029066
Bosnia and Herzegovina,BIH,2005,3006333
Bosnia and Herzegovina,BIH,2006,2983037
Bosnia and Herzegovina,BIH,2007,2957896
Bosnia and Herzegovina,BIH,2008,2928468
Bosnia and Herzegovina,BIH,2009,2891849
Bosnia and Herzegovina,BIH,2010,2786677
Bosnia and Herzegovina,BIH,2011,2669866
Bosnia and Herzegovina,BIH,2012,2546279
Bosnia and Herzegovina,BIH,2013,2423253
Bosnia and Herzegovina,BIH,2014,2309564
Bosnia and Herzegovina,BIH,2015,2218031
Bosnia and Herzegovina,BIH,2016,2134051
Bosnia and Herzegovina,BIH,2017,2056360
Bosnia and Herzegovina,BIH,2018,1983774
Brazil,BRA,2000,112316703
Brazil,BRA,2001,113108447
Brazil,BRA,2002,113852103
Brazil,BRA,2003,114535927
Brazil,BRA,2004,115158183
Brazil,BRA,2005,115718546
Brazil,BRA,2006,116215400
Brazil,BRA,2007,116651740
Brazil,BRA,2008,117037104
Brazil,BRA,2009,117384620
Brazil,BRA,2010,117703144
Brazil,BRA,2011,117992116
Brazil,BRA,2012,117271959
Brazil,BRA,2013,116474783
Brazil,BRA,2014,115601269
Brazil,BRA,2015,114652101
Brazil,BRA,2016,113628869
Brazil,BRA,2017,112528679
Brazil,BRA,2018,111343973
Brazil,BRA,2019,110063772
Brazil,BRA,2020,109029552
Bulgaria,BGR,2000,3919884
Bulgaria,BGR,2001,3898736
Bulgaria,BGR,2002,3877919
Bulgaria,BGR,2003,3858021
Bulgaria,BGR,2004,3838911
Bulgaria,BGR,2005,3820496
Bulgaria,BGR,2006,3802646
Bulgaria,BGR,2007,3785302
Bulgaria,BGR,2008,3768553
Bulgaria,BGR,2009,3630785
Bulgaria,BGR,2010,3479421
Bulgaria,BGR,2011,3325052
Bulgaria,BGR,2012,3171082
Bulgaria,BGR,2013,3017091
Bulgaria,BGR,2014,2856172
Bulgaria,BGR,2015,2691105
Bulgaria,BGR,2016,2525134
Bulgaria,BGR,2017,2358508
Bulgaria,BGR,2018,2214146
Bulgaria,BGR,2019,2071142
Bulgaria,BGR,2020,1929668
Canada,CAN,2000,6859467
Canada,CAN,2001,6924606
Canada,CAN,2002,6991406
Canada,CAN,2003,6918309
Canada,CAN,2004,6846198
Canada,CAN,2005,6791249
Canada,CAN,2006,6741441
Canada,CAN,2007,6693128
Canada,CAN,2008,6644541
Canada,CAN,2009,6593304
Canada,CAN,2010,6537757
Canada,CAN,2011,6477470
Canada,CAN,2012,6412890
Canada,CAN,2013,6344069
Canada,CAN,2014,6271403
Canada,CAN,2015,6195190
Canada,CAN,2016,6115403
Canada,CAN,2017,6031932
Canada,CAN,2018,5941690
Canada,CAN,2019,5848045
Canada,CAN,2020,5899705
Central African Republic,CAF,2000,2924137
Central African Republic,CAF,2001,2991355
Central African Republic,CAF,2002,3057455
Central African Republic,CAF,2003,3122792
Central African Republic,CAF,2004,3187931
Central African Republic,CAF,2005,3267453
Central African Republic,CAF,2006,3348329
Central African Republic,CAF,2007,3429772
Central African Republic,CAF,2008,3507859
Central African Republic,CAF,2009,3577140
Central African Republic,CAF,2010,3634166
Central African Republic,CAF,2011,3676989
Central African Republic,CAF,2012,3708064
Central African Republic,CAF,2013,3733848
Central African Republic,CAF,2014,3763509
Central African Republic,CAF,2015,3803942
Central African Republic,CAF,2016,3857613
Central African Republic,CAF,2017,3923276
Central African Republic,CAF,2018,3999517
Central African Republic,CAF,2019,4083407
Central African Republic,CAF,2020,4172732
Central and Southern Asia,,2000,1316523381
Central and Southern Asia,,2001,1326887784
Central and Southern Asia,,2002,1333939887
Central and Southern Asia,,2003,1330129492
Central and Southern Asia,,2004,1318362380
Central and Southern Asia,,2005,1311980846
Central and Southern Asia,,2006,1304606929
Central and Southern Asia,,2007,1295138968
Central and Southern Asia,,2008,1284462831
Central and Southern Asia,,2009,1272557288
Central and Southern Asia,,2010,1259425574
Central and Southern Asia,,2011,1245046188
Central and Southern Asia,,2012,1229450880
Central and Southern Asia,,2013,1212789810
Central and Southern Asia,,2014,1195213323
Central and Southern Asia,,2015,1176726640
Central and Southern Asia,,2016,1157351215
Central and Southern Asia,,2017,1137133396
Central and Southern Asia,,2018,1117621393
Central and Southern Asia,,2019,1097478188
Central and Southern Asia,,2020,1076432396
Chad,TCD,2000,7636853
Chad,TCD,2001,7929526
Chad,TCD,2002,8239363
Chad,TCD,2003,8561351
Chad,TCD,2004,8888776
Chad,TCD,2005,9216939
Chad,TCD,2006,9543647
Chad,TCD,2007,9870516
Chad,TCD,2008,10201437
Chad,TCD,2009,10538885
Chad,TCD,2010,10888932
Chad,TCD,2011,11252671
Chad,TCD,2012,11628076
Chad,TCD,2013,12012219
Chad,TCD,2014,12400782
Chad,TCD,2015,12790611
Chad,TCD,2016,13180529
Chad,TCD,2017,13571282
Chad,TCD,2018,13963834
Chad,TCD,2019,14359986
Chad,TCD,2020,14760751
Channel Islands,OWID_CIS,2009,29265
Channel Islands,OWID_CIS,2010,29548
Channel Islands,OWID_CIS,2011,29783
Channel Islands,OWID_CIS,2012,29979
Channel Islands,OWID_CIS,2013,30162
Channel Islands,OWID_CIS,2014,30360
Channel Islands,OWID_CIS,2015,30597
Channel Islands,OWID_CIS,2016,30881
Channel Islands,OWID_CIS,2017,31203
Chile,CHL,2000,7528460
Chile,CHL,2001,7573912
Chile,CHL,2002,7617298
Chile,CHL,2003,7662559
Chile,CHL,2004,7491917
Chile,CHL,2005,7315297
Chile,CHL,2006,7133175
Chile,CHL,2007,6945280
Chile,CHL,2008,6750696
Chile,CHL,2009,6548333
Chile,CHL,2010,6337600
Chile,CHL,2011,6117142
Chile,CHL,2012,5887564
Chile,CHL,2013,5651778
Chile,CHL,2014,5413144
Chile,CHL,2015,5177956
Chile,CHL,2016,4960617
Chile,CHL,2017,4733639
Chile,CHL,2018,4549803
Chile,CHL,2019,4330109
Chile,CHL,2020,4090601
China,CHN,2000,1140195236
China,CHN,2001,1142985605
China,CHN,2002,1138612652
China,CHN,2003,1117384656
China,CHN,2004,1093520731
China,CHN,2005,1067122289
China,CHN,2006,1038401574
China,CHN,2007,1007348484
China,CHN,2008,973921127
China,CHN,2009,938203912
China,CHN,2010,900213483
China,CHN,2011,860313999
China,CHN,2012,818388060
China,CHN,2013,774309566
China,CHN,2014,728051092
China,CHN,2015,679637848
China,CHN,2016,629115578
China,CHN,2017,576567780
China,CHN,2018,522139246
China,CHN,2019,465892876
China,CHN,2020,443978176
Colombia,COL,2000,33622039
Colombia,COL,2001,34085383
Colombia,COL,2002,34541553
Colombia,COL,2003,34986969
Colombia,COL,2004,35417035
Colombia,COL,2005,35828591
Colombia,COL,2006,36223177
Colombia,COL,2007,36602586
Colombia,COL,2008,36964772
Colombia,COL,2009,37307147
Colombia,COL,2010,37629753
Colombia,COL,2011,37924263
Colombia,COL,2012,38195447
Colombia,COL,2013,38471425
Colombia,COL,2014,38789871
Colombia,COL,2015,39173912
Colombia,COL,2016,39640196
Colombia,COL,2017,40170984
Colombia,COL,2018,40713447
Colombia,COL,2019,41194489
Colombia,COL,2020,41563745
Costa Rica,CRI,2000,2422949
Costa Rica,CRI,2001,2475847
Costa Rica,CRI,2002,2526386
Costa Rica,CRI,2003,2575247
Costa Rica,CRI,2004,2623463
Costa Rica,CRI,2005,2671818
Costa Rica,CRI,2006,2720514
Costa Rica,CRI,2007,2769376
Costa Rica,CRI,2008,2836960
Costa Rica,CRI,2009,2903373
Costa Rica,CRI,2010,2969727
Costa Rica,CRI,2011,3035961
Costa Rica,CRI,2012,3102003
Costa Rica,CRI,2013,3166230
Costa Rica,CRI,2014,3229685
Costa Rica,CRI,2015,3292457
Costa Rica,CRI,2016,3354422
Costa Rica,CRI,2017,3415446
Costa Rica,CRI,2018,3475274
Costa Rica,CRI,2019,3516473
Costa Rica,CRI,2020,3555465
Croatia,HRV,2000,979723
Croatia,HRV,2001,972994
Croatia,HRV,2002,967699
Croatia,HRV,2003,963589
Croatia,HRV,2004,959903
Croatia,HRV,2005,956053
Croatia,HRV,2006,951889
Croatia,HRV,2007,947500
Croatia,HRV,2008,942810
Croatia,HRV,2009,937787
Croatia,HRV,2010,932407
Croatia,HRV,2011,926630
Croatia,HRV,2012,940532
Croatia,HRV,2013,991157
Croatia,HRV,2014,1040825
Croatia,HRV,2015,1089561
Croatia,HRV,2016,1137296
Croatia,HRV,2017,1184016
Croatia,HRV,2018,1230618
Croatia,HRV,2019,1276690
Croatia,HRV,2020,1322489
Cuba,CUB,2000,6635097
Cuba,CUB,2001,6673800
Cuba,CUB,2002,6710614
Cuba,CUB,2003,6742550
Cuba,CUB,2004,6767846
Cuba,CUB,2005,6808855
Cuba,CUB,2006,6843362
Cuba,CUB,2007,6872347
Cuba,CUB,2008,6899250
Cuba,CUB,2009,6928878
Cuba,CUB,2010,6964706
Cuba,CUB,2011,6989505
Cuba,CUB,2012,7019789
Cuba,CUB,2013,7051734
Cuba,CUB,2014,7082049
Cuba,CUB,2015,7107948
Cuba,CUB,2016,7128584
Cuba,CUB,2017,7145080
Cuba,CUB,2018,7157974
Cuba,CUB,2019,7168276
Cuba,CUB,2020,7176824
Cyprus,CYP,2000,225121
Cyprus,CYP,2001,228796
Cyprus,CYP,2002,233012
Cyprus,CYP,2003,236518
Cyprus,CYP,2004,240066
Cyprus,CYP,2005,243682
Cyprus,CYP,2006,247420
Cyprus,CYP,2007,251213
Cyprus,CYP,2008,254900
Cyprus,CYP,2009,258249
Cyprus,CYP,2010,261104
Cyprus,CYP,2011,263398
Cyprus,CYP,2012,265199
Cyprus,CYP,2013,266586
Cyprus,CYP,2014,267804
Cyprus,CYP,2015,268993
Cyprus,CYP,2016,270216
Cyprus,CYP,2017,271421
Cyprus,CYP,2018,272563
Cyprus,CYP,2019,274714
Cyprus,CYP,2020,276674
Czechia,CZE,2000,3400364
Czechia,CZE,2001,3349801
Czechia,CZE,2002,3299274
Czechia,CZE,2003,3250695
Czechia,CZE,2004,3143667
Czechia,CZE,2005,3041297
Czechia,CZE,2006,2943948
Czechia,CZE,2007,2841511
Czechia,CZE,2008,2735137
Czechia,CZE,2009,2625010
Czechia,CZE,2010,2508984
Czechia,CZE,2011,2386712
Czechia,CZE,2012,2259543
Czechia,CZE,2013,2129173
Czechia,CZE,2014,2061834
Czechia,CZE,2015,1980711
Czechia,CZE,2016,1863053
Czechia,CZE,2017,1744946
Czechia,CZE,2018,1682101
Czechia,CZE,2019,1633671
Czechia,CZE,2020,1584456
Democratic Republic of Congo,COD,2000,36624731
Democratic Republic of Congo,COD,2001,37858326
Democratic Republic of Congo,COD,2002,39195427
Democratic Republic of Congo,COD,2003,40629691
Democratic Republic of Congo,COD,2004,42145253
Democratic Republic of Congo,COD,2005,43730499
Democratic Republic of Congo,COD,2006,45443301
Democratic Republic of Congo,COD,2007,47236686
Democratic Republic of Congo,COD,2008,49110063
Democratic Republic of Congo,COD,2009,51104720
Democratic Republic of Congo,COD,2010,53180940
Democratic Republic of Congo,COD,2011,55337915
Democratic Republic of Congo,COD,2012,57574920
Democratic Republic of Congo,COD,2013,59891041
Democratic Republic of Congo,COD,2014,62285266
Democratic Republic of Congo,COD,2015,64756297
Democratic Republic of Congo,COD,2016,67303787
Democratic Republic of Congo,COD,2017,69926027
Democratic Republic of Congo,COD,2018,72618725
Democratic Republic of Congo,COD,2019,75376452
Democratic Republic of Congo,COD,2020,78195145
Denmark,DNK,2000,704923
Denmark,DNK,2001,707149
Denmark,DNK,2002,709094
Denmark,DNK,2003,710964
Denmark,DNK,2004,713048
Denmark,DNK,2005,715549
Denmark,DNK,2006,718530
Denmark,DNK,2007,721912
Denmark,DNK,2008,700787
Denmark,DNK,2009,679451
Denmark,DNK,2010,657766
Denmark,DNK,2011,635721
Denmark,DNK,2012,613333
Denmark,DNK,2013,590552
Denmark,DNK,2014,567337
Denmark,DNK,2015,543668
Denmark,DNK,2016,519539
Denmark,DNK,2017,494987
Denmark,DNK,2018,479847
Denmark,DNK,2019,468145
Denmark,DNK,2020,469794
Djibouti,DJI,2000,539250
Djibouti,DJI,2001,550794
Djibouti,DJI,2002,561197
Djibouti,DJI,2003,570669
Djibouti,DJI,2004,579589
Djibouti,DJI,2005,581912
Djibouti,DJI,2006,583809
Djibouti,DJI,2007,585247
Djibouti,DJI,2008,586528
Djibouti,DJI,2009,588047
Djibouti,DJI,2010,590027
Djibouti,DJI,2011,592575
Djibouti,DJI,2012,595587
Djibouti,DJI,2013,598840
Djibouti,DJI,2014,602021
Djibouti,DJI,2015,604875
Djibouti,DJI,2016,607375
Djibouti,DJI,2017,609548
Djibouti,DJI,2018,611380
Djibouti,DJI,2019,612858
Djibouti,DJI,2020,621651
Eastern and South-Eastern Asia,,2000,1620143587
Eastern and South-Eastern Asia,,2001,1624763640
Eastern and South-Eastern Asia,,2002,1624922822
Eastern and South-Eastern Asia,,2003,1605246056
Eastern and South-Eastern Asia,,2004,1582394940
Eastern and South-Eastern Asia,,2005,1556568489
Eastern and South-Eastern Asia,,2006,1528195476
Eastern and South-Eastern Asia,,2007,1497130201
Eastern and South-Eastern Asia,,2008,1463817359
Eastern and South-Eastern Asia,,2009,1428356060
Eastern and South-Eastern Asia,,2010,1390630749
Eastern and South-Eastern Asia,,2011,1350822632
Eastern and South-Eastern Asia,,2012,1308963064
